pr_number,url,title,state,merged,author,created_at,merged_at,labels,files_changed,additions,deletions,changed_files_sample,score,needs_docs,confidence,signals
2836,https://github.com/NVIDIA/infra-controller/pull/2836,docs: update CONTRIBUTING.md with cryptographic signature requirements,closed,True,mxh-0xbb,2026-06-24T07:38:24Z,2026-06-24T15:35:59Z,,1,36,10,CONTRIBUTING.md,4,maybe,medium,non-doc-markdown-only-hint|strong-keywords:6|weak-keywords:2|negative-keywords:1
2868,https://github.com/NVIDIA/infra-controller/pull/2868,feat(bmc-mock): add configurable MAC address pools,closed,True,poroh,2026-06-25T00:11:59Z,2026-06-25T05:26:17Z,,15,1089,170,crates/api-integration-tests/tests/lib.rs|crates/api-test-helper/src/machine_a_tron.rs|crates/bmc-mock/src/lib.rs|crates/bmc-mock/src/mac_address_pool.rs|crates/bmc-mock/src/machine_info.rs|crates/bmc-mock/src/main.rs|crates/bmc-mock/src/redfish/expander_router.rs|crates/bmc-mock/src/test_support/mod.rs,4,maybe,medium,strong-keywords:7|weak-keywords:2|negative-keywords:2
2873,https://github.com/NVIDIA/infra-controller/pull/2873,feat(secrets): configurable credential chain and writer,closed,True,chet,2026-06-25T02:10:00Z,2026-06-25T20:25:22Z,,3,358,95,crates/api-core/src/cfg/file.rs|crates/api-core/src/run.rs|crates/api-core/src/secrets/mod.rs,4,maybe,medium,strong-keywords:4
2882,https://github.com/NVIDIA/infra-controller/pull/2882,feat(health): enrich machine log metadata,closed,True,jayzhudev,2026-06-25T15:08:39Z,2026-06-29T19:35:13Z,rack health,16,395,21,crates/health/benches/collector_pipeline.rs|crates/health/benches/processor_pipeline.rs|crates/health/benches/sink_pipeline.rs|crates/health/src/api_client.rs|crates/health/src/config.rs|crates/health/src/discovery/spawn.rs|crates/health/src/endpoint/model.rs|crates/health/src/endpoint/sources.rs,4,maybe,medium,strong-keywords:8|weak-keywords:1|negative-keywords:1
2885,https://github.com/NVIDIA/infra-controller/pull/2885,fix(build): added diagnostic_record field in intrusion events tests,closed,True,poroh,2026-06-25T16:08:03Z,2026-06-25T16:50:59Z,,1,1,0,crates/health/src/processor/intrusion_events.rs,4,maybe,medium,strong-keywords:5|weak-keywords:1|negative-keywords:1
2887,https://github.com/NVIDIA/infra-controller/pull/2887,feat: bmc-mock telemetry service support,closed,True,yoks,2026-06-25T17:12:35Z,2026-06-25T21:27:38Z,,6,248,1,crates/bmc-mock/src/mock_machine_router.rs|crates/bmc-mock/src/redfish/chassis.rs|crates/bmc-mock/src/redfish/mod.rs|crates/bmc-mock/src/redfish/service_root.rs|crates/bmc-mock/src/redfish/telemetry_service.rs|crates/bmc-mock/src/test_support/mod.rs,4,maybe,medium,strong-keywords:7|weak-keywords:1|negative-keywords:1
2889,https://github.com/NVIDIA/infra-controller/pull/2889,chore: bump libredfish to v0.44.16,closed,True,spydaNVIDIA,2026-06-25T17:29:51Z,2026-06-25T19:10:29Z,,2,2,2,Cargo.lock|Cargo.toml,4,maybe,medium,config-or-schema-file|strong-keywords:7|weak-keywords:1|negative-keywords:2
2890,https://github.com/NVIDIA/infra-controller/pull/2890,fix: disable endpoint refresh functionality + remove worklock dependency,closed,True,krish-nvidia,2026-06-25T17:32:30Z,2026-06-25T19:13:23Z,,3,17,267,crates/api-core/src/handlers/site_explorer.rs|crates/api-core/src/tests/site_explorer.rs|crates/site-explorer/src/lib.rs,4,maybe,medium,strong-keywords:8|weak-keywords:1|negative-keywords:1
2898,https://github.com/NVIDIA/infra-controller/pull/2898,[bug/6370832] IMDS identity API  not enforcing X-Forwarded-For header check,closed,True,prbinu-nvidia,2026-06-25T21:25:46Z,2026-06-25T23:56:47Z,,1,97,0,crates/dpu-fmds-shared/src/machine_identity.rs,4,maybe,medium,strong-keywords:6|weak-keywords:1|negative-keywords:1
2900,https://github.com/NVIDIA/infra-controller/pull/2900,fix(scout): skip attestation on hosts with no TPM device,closed,True,s3rj1k,2026-06-25T21:33:53Z,2026-06-30T21:37:42Z,,2,70,2,crates/scout/src/register.rs|crates/scout/src/tpm.rs,4,maybe,medium,strong-keywords:7|weak-keywords:1|negative-keywords:1
2902,https://github.com/NVIDIA/infra-controller/pull/2902,feat(bmc-mock): add Dell R760 BF4 hardware scaffolding,closed,True,poroh,2026-06-25T22:30:02Z,2026-06-26T00:00:34Z,,5,623,10,crates/bmc-mock/src/hw/bluefield4.rs|crates/bmc-mock/src/hw/dell_poweredge_r760_bf4.rs|crates/bmc-mock/src/hw/mod.rs|crates/bmc-mock/src/lib.rs|crates/bmc-mock/src/machine_info.rs,4,maybe,medium,strong-keywords:8|weak-keywords:1|negative-keywords:1
2910,https://github.com/NVIDIA/infra-controller/pull/2910,feat: Adding VR hardware type to BMC explorer,closed,True,hakhondzadeh,2026-06-26T05:59:49Z,2026-06-30T21:25:30Z,,3,75,4,crates/bmc-explorer/src/hw/mod.rs|crates/bmc-explorer/src/hw/vera_rubin.rs|crates/bmc-explorer/src/lib.rs,4,maybe,medium,strong-keywords:3|weak-keywords:1
2927,https://github.com/NVIDIA/infra-controller/pull/2927,test(preingestion-manager): move tests to from api-core crate,closed,True,poroh,2026-06-26T18:17:25Z,2026-06-26T21:14:47Z,,10,1469,1316,Cargo.lock|crates/api-core/Cargo.toml|crates/api-core/src/tests/host_bmc_firmware_test.rs|crates/firmware/Cargo.toml|crates/firmware/src/lib.rs|crates/firmware/src/test_support.rs|crates/preingestion-manager/Cargo.toml|crates/preingestion-manager/tests/common.rs,4,maybe,medium,config-or-schema-file|strong-keywords:7|weak-keywords:1|negative-keywords:2
2932,https://github.com/NVIDIA/infra-controller/pull/2932,fix: GBx00 misclassified as DPU during PXE boot,closed,True,krish-nvidia,2026-06-26T18:59:26Z,2026-06-26T20:34:26Z,,1,2,3,crates/api-core/src/ipxe.rs,4,maybe,medium,strong-keywords:8|weak-keywords:1|negative-keywords:1
2933,https://github.com/NVIDIA/infra-controller/pull/2933,fix(api): verify caller machine ID against instance when phone home,closed,True,ianderson-nvidia,2026-06-26T20:01:31Z,2026-06-29T17:47:37Z,,4,87,16,crates/api-core/src/handlers/instance.rs|crates/api-core/src/tests/instance.rs|crates/api-core/src/tests/instance_config_update.rs|crates/api-test-helper/src/instance.rs,4,maybe,medium,strong-keywords:9|weak-keywords:2|negative-keywords:2
2960,https://github.com/NVIDIA/infra-controller/pull/2960,refactor(test): consolidate integration tests into single binary,closed,True,poroh,2026-06-28T20:18:26Z,2026-06-29T17:51:16Z,,15,58,9,crates/preingestion-manager/Cargo.toml|crates/preingestion-manager/tests/integration/common.rs|crates/preingestion-manager/tests/integration/host_bmc_firmware.rs|crates/preingestion-manager/tests/integration/main.rs|crates/preingestion-manager/tests/integration/time_sync.rs|crates/site-explorer/Cargo.toml|crates/site-explorer/tests/integration/env.rs|crates/site-explorer/tests/integration/health_report.rs,4,maybe,medium,config-or-schema-file|strong-keywords:5|weak-keywords:1|negative-keywords:2
2970,https://github.com/NVIDIA/infra-controller/pull/2970,nvlink: fix NMX-C default port,closed,True,tmcroberts97,2026-06-29T15:00:02Z,2026-06-29T16:07:24Z,,3,25,3,crates/api-core/src/tests/nvl_instance.rs|crates/nvlink-manager/src/config.rs|crates/nvlink-manager/src/nmx_c_endpoint.rs,4,maybe,medium,strong-keywords:7|weak-keywords:1|negative-keywords:1
3000,https://github.com/NVIDIA/infra-controller/pull/3000,fix: rename dev/mac-local-dev/run-carbide-api.sh to run-nico-api.sh,closed,True,pbreton,2026-06-29T23:42:04Z,2026-06-30T23:36:00Z,,4,30,26,dev/mac-local-dev/README.md|dev/mac-local-dev/nico-api-config.toml|dev/mac-local-dev/run-nico-admin-cli.sh|dev/mac-local-dev/run-nico-api.sh,4,maybe,medium,ops/config-path|config-or-schema-file|non-doc-markdown-only-hint|strong-keywords:6|weak-keywords:1|negative-keywords:1|mostly-ci-test-noise
3003,https://github.com/NVIDIA/infra-controller/pull/3003,fix: skip BMC time-sync remediation on ingested hosts,closed,True,spydaNVIDIA,2026-06-30T01:47:49Z,2026-06-30T15:18:43Z,,2,151,0,crates/preingestion-manager/src/lib.rs|crates/preingestion-manager/tests/integration/time_sync.rs,4,maybe,medium,strong-keywords:6|weak-keywords:1|negative-keywords:1
3004,https://github.com/NVIDIA/infra-controller/pull/3004,test(api-core): migrate selected API tests to integration harness,closed,True,poroh,2026-06-30T02:18:32Z,2026-06-30T14:34:38Z,,9,213,185,Cargo.lock|crates/api-core/Cargo.toml|crates/api-core/src/tests/mod.rs|crates/api-core/tests/integration/connected_device.rs|crates/api-core/tests/integration/dhcp_lease_expiration.rs|crates/api-core/tests/integration/find_by_ids_guards.rs|crates/api-core/tests/integration/main.rs|crates/test-harness/src/builder.rs,4,maybe,medium,config-or-schema-file|strong-keywords:8|weak-keywords:1|negative-keywords:2
3030,https://github.com/NVIDIA/infra-controller/pull/3030,fix: gracefully handle unexpected CreateBossVolumeState,closed,True,spydaNVIDIA,2026-06-30T16:27:42Z,2026-06-30T18:16:28Z,,1,7,1,crates/machine-controller/src/handler.rs,4,maybe,medium,strong-keywords:6|weak-keywords:1|negative-keywords:1
2047,https://github.com/NVIDIA/infra-controller/pull/2047,Fix Fern preview build workflow,closed,True,Coco-Ben,2026-06-01T19:30:20Z,2026-06-03T00:27:15Z,,1,4,1,.github/workflows/fern-docs-preview-build.yml,3,maybe,low,config-or-schema-file|strong-keywords:7|weak-keywords:1|negative-keywords:1|mostly-ci-test-noise
2222,https://github.com/NVIDIA/infra-controller/pull/2222,docs: align main README with helm-prereqs and complete ncx → nico rename,closed,True,shayan1995,2026-06-04T23:09:25Z,2026-06-05T00:38:03Z,,1,9,9,README.md,3,maybe,low,non-doc-markdown-only-hint|strong-keywords:7|weak-keywords:1|negative-keywords:1
2252,https://github.com/NVIDIA/infra-controller/pull/2252,fix: Keep hostname and IP Address in sync during stale IP cleanup and reallocation,closed,True,abvarshney-nv,2026-06-05T17:54:40Z,2026-06-06T14:48:46Z,,3,133,0,crates/api-core/src/dhcp/expire.rs|crates/api-core/src/tests/dhcp_lease_expiration.rs|crates/api-db/src/machine_interface.rs,3,maybe,low,strong-keywords:6|weak-keywords:1|negative-keywords:2
2271,https://github.com/NVIDIA/infra-controller/pull/2271,Don't run both check-format-flow and check-format-nightly in pre-comm…,closed,True,kensimon,2026-06-05T21:44:16Z,2026-06-08T22:30:41Z,,2,5,7,AGENTS.md|Makefile.toml,3,maybe,low,config-or-schema-file|non-doc-markdown-only-hint|strong-keywords:5|weak-keywords:1|negative-keywords:2
2290,https://github.com/NVIDIA/infra-controller/pull/2290,fix: normalize IPv6 DNS instance hostnames,closed,True,osu,2026-06-07T22:05:28Z,2026-06-08T23:26:45Z,,2,235,0,crates/api-db/migrations/20260607120000_ipv6_dns_hostname_normalization.sql|crates/api-db/src/dns/mod.rs,3,maybe,low,config-or-schema-file|strong-keywords:7|weak-keywords:1|negative-keywords:3
2309,https://github.com/NVIDIA/infra-controller/pull/2309,test(nvue-client): read REPO_ROOT at runtime for config tests,closed,True,poroh,2026-06-08T18:35:34Z,2026-06-08T19:47:21Z,,1,3,1,crates/nvue-client/src/config.rs,3,maybe,low,strong-keywords:6|weak-keywords:1|negative-keywords:2
2317,https://github.com/NVIDIA/infra-controller/pull/2317,fix(scout): skip USB media during HDD cleanup,closed,True,williampnvidia,2026-06-08T23:01:20Z,2026-06-09T20:30:51Z,,1,124,0,crates/scout/src/deprovision/scrabbing.rs,3,maybe,low,strong-keywords:5|weak-keywords:1|negative-keywords:2
2332,https://github.com/NVIDIA/infra-controller/pull/2332,machine-a-tron: Drop support for non-api PXE requests,closed,True,kensimon,2026-06-09T14:49:42Z,2026-06-11T16:04:35Z,,8,25,87,crates/api-integration-tests/tests/lib.rs|crates/machine-a-tron/src/api_client.rs|crates/machine-a-tron/src/config.rs|crates/machine-a-tron/src/machine_utils.rs|crates/pxe/src/common.rs|crates/pxe/src/extractors/machine.rs|crates/pxe/src/extractors/machine_interface.rs|crates/pxe/src/middleware/logging.rs,3,maybe,low,strong-keywords:7|weak-keywords:1|negative-keywords:2
2488,https://github.com/NVIDIA/infra-controller/pull/2488,fix(machine-validation): skip reboot when disabled,closed,True,iExalt,2026-06-11T21:27:40Z,2026-06-15T14:37:31Z,,3,310,112,crates/api-core/src/tests/common/api_fixtures/site_explorer.rs|crates/api-core/src/tests/machine_validation.rs|crates/machine-controller/src/handler/machine_validation.rs,3,maybe,low,strong-keywords:8|weak-keywords:1|negative-keywords:2
2516,https://github.com/NVIDIA/infra-controller/pull/2516,test(libmlx): add enumerated table-driven cases to raise coverage,closed,True,chet,2026-06-12T16:32:10Z,2026-06-12T17:14:08Z,,12,5619,0,crates/libmlx/src/device/cmd/device/args.rs|crates/libmlx/src/embedded/cmd/cmds.rs|crates/libmlx/src/firmware/source.rs|crates/libmlx/src/lockdown/lockdown.rs|crates/libmlx/src/lockdown/runner.rs|crates/libmlx/src/profile/error.rs|crates/libmlx/src/profile/profile.rs|crates/libmlx/src/runner/json_parser.rs,3,maybe,low,strong-keywords:7|weak-keywords:1|negative-keywords:2
2517,https://github.com/NVIDIA/infra-controller/pull/2517,chore: default to RMS as the backend for component manager,closed,True,spydaNVIDIA,2026-06-12T16:38:23Z,2026-06-12T17:52:08Z,,10,143,105,crates/api-core/src/setup.rs|crates/api-core/src/tests/common/api_fixtures/mod.rs|crates/api-core/src/tests/power_shelf_state_controller/error_state.rs|crates/api-core/src/tests/power_shelf_state_controller/maintenance.rs|crates/api-core/src/tests/switch_state_controller/mod.rs|crates/component-manager/src/component_manager.rs|crates/component-manager/src/compute_tray_manager.rs|crates/component-manager/src/config.rs,3,maybe,low,strong-keywords:7|weak-keywords:1|negative-keywords:2
2530,https://github.com/NVIDIA/infra-controller/pull/2530,test(dpf): fold onto carbide-test-support + enumerate flavor/types cases,closed,True,chet,2026-06-12T19:25:14Z,2026-06-13T05:00:02Z,,3,1137,192,crates/dpf/Cargo.toml|crates/dpf/src/flavor.rs|crates/dpf/src/types.rs,3,maybe,low,config-or-schema-file|strong-keywords:3|negative-keywords:1
2538,https://github.com/NVIDIA/infra-controller/pull/2538,test(network): fold onto carbide-test-support + enumerate cases to raise coverage,closed,True,chet,2026-06-12T21:27:50Z,2026-06-12T23:59:38Z,,7,2421,320,crates/network/Cargo.toml|crates/network/src/base_mac.rs|crates/network/src/ip/address_family.rs|crates/network/src/ip/ipset.rs|crates/network/src/ip/prefix.rs|crates/network/src/lib.rs|crates/network/src/virtualization.rs,3,maybe,low,config-or-schema-file|strong-keywords:7|weak-keywords:1|negative-keywords:3
2543,https://github.com/NVIDIA/infra-controller/pull/2543,"chore: Enable auto CodeRabbit review, enhance review instructions",closed,True,thossain-nv,2026-06-12T22:37:33Z,2026-06-15T14:10:33Z,,1,348,17,.coderabbit.yaml,3,maybe,low,config-or-schema-file|strong-keywords:3|weak-keywords:1|negative-keywords:2
2550,https://github.com/NVIDIA/infra-controller/pull/2550,perf(site-explorer): reduce audit database work,closed,True,williampnvidia,2026-06-13T00:43:03Z,2026-06-23T00:28:50Z,,4,360,31,crates/api-db/src/machine.rs|crates/site-explorer/src/lib.rs|crates/site-explorer/src/metrics.rs|crates/site-explorer/tests/health_report.rs,3,maybe,low,strong-keywords:8|weak-keywords:1|negative-keywords:2
2576,https://github.com/NVIDIA/infra-controller/pull/2576,test(rpc-utils): improve coverage for dhcp and display helpers,closed,True,chet,2026-06-13T16:17:26Z,2026-06-14T19:43:51Z,,6,567,0,Cargo.lock|crates/rpc-utils/Cargo.toml|crates/rpc-utils/src/dhcp.rs|crates/rpc-utils/src/lib.rs|crates/rpc-utils/src/machine_discovery.rs|crates/rpc-utils/src/managed_host_display.rs,3,maybe,low,config-or-schema-file|strong-keywords:3|weak-keywords:1|negative-keywords:2
2583,https://github.com/NVIDIA/infra-controller/pull/2583,Fix iPXE NICo branding,closed,True,osu,2026-06-15T00:14:38Z,2026-06-15T20:50:29Z,bug,5,117,109,crates/dhcp/tests/booturl.rs|crates/ipxe-renderer/src/lib.rs|crates/ipxe-renderer/templates.yaml|pxe/ipxe/local/branding.h|pxe/ipxe/local/embed.ipxe,3,maybe,low,config-or-schema-file|strong-keywords:1|weak-keywords:1|negative-keywords:2|high-signal-label
2596,https://github.com/NVIDIA/infra-controller/pull/2596,ci(core): add Grype scan for shipped containers on PR builds,closed,True,lachen-nv,2026-06-15T11:54:52Z,2026-06-16T07:09:14Z,,2,64,2,.github/workflows/ci.yaml|.github/workflows/docker-build.yml,3,maybe,low,config-or-schema-file|strong-keywords:5|weak-keywords:1|negative-keywords:1|mostly-ci-test-noise
2618,https://github.com/NVIDIA/infra-controller/pull/2618,test(api-db): Move DB-only expected inventory tests to api-db crate ,closed,True,poroh,2026-06-16T01:43:55Z,2026-06-16T07:50:20Z,,14,1098,833,crates/api-core/src/tests/expected_machine.rs|crates/api-core/src/tests/expected_power_shelf.rs|crates/api-core/src/tests/expected_rack.rs|crates/api-core/src/tests/expected_switch.rs|crates/api-db/src/expected_machine.rs|crates/api-db/src/expected_machine/tests.rs|crates/api-db/src/expected_power_shelf.rs|crates/api-db/src/expected_power_shelf/tests.rs,3,maybe,low,strong-keywords:6|weak-keywords:1|negative-keywords:2
2652,https://github.com/NVIDIA/infra-controller/pull/2652,test(api-db): Move DB-only API tests from api-core into api-db,closed,True,poroh,2026-06-16T18:18:30Z,2026-06-16T23:03:36Z,,17,149,85,crates/api-core/src/tests/mod.rs|crates/api-db/src/dns/domain.rs|crates/api-db/src/dns/domain/test_create_domain.rs|crates/api-db/src/lib.rs|crates/api-db/src/machine_interface.rs|crates/api-db/src/machine_interface/ip_allocator.rs|crates/api-db/src/machine_interface/test_duplicate_mac.rs|crates/api-db/src/machine_interface_address.rs,3,maybe,low,strong-keywords:6|weak-keywords:1|negative-keywords:2
2675,https://github.com/NVIDIA/infra-controller/pull/2675,fix(setup.sh): set Temporal namespace retention on create,closed,True,kirson-git,2026-06-17T14:29:37Z,2026-06-25T05:44:56Z,,1,4,4,helm-prereqs/setup.sh,3,maybe,low,ops/config-path|strong-keywords:1
2704,https://github.com/NVIDIA/infra-controller/pull/2704,fix(site-explorer): widen duration histogram buckets,closed,True,Susanpdl,2026-06-19T15:34:34Z,2026-06-29T20:48:30Z,,5,168,1,Cargo.lock|crates/api-core/src/logging/setup.rs|crates/site-explorer/Cargo.toml|crates/site-explorer/src/lib.rs|crates/site-explorer/src/metrics.rs,3,maybe,low,config-or-schema-file|strong-keywords:3|weak-keywords:1|negative-keywords:2
2708,https://github.com/NVIDIA/infra-controller/pull/2708,"test(mqttea,dpf): fold per-case error and node-label tests into tables",closed,True,chet,2026-06-20T15:21:05Z,2026-06-21T16:39:04Z,,4,404,611,crates/dpf/src/sdk.rs|crates/dpf/src/types.rs|crates/mqttea/tests/errors.rs|crates/mqttea/tests/stats.rs,3,maybe,low,strong-keywords:2|weak-keywords:2|negative-keywords:1
2714,https://github.com/NVIDIA/infra-controller/pull/2714,"test(api-db,health): consolidate duplicated CRUD and IP-candidate tests",closed,True,chet,2026-06-20T16:05:20Z,2026-06-21T16:38:33Z,,9,157,178,crates/api-db/src/expected_machine/tests.rs|crates/api-db/src/expected_power_shelf/tests.rs|crates/api-db/src/expected_rack/tests.rs|crates/api-db/src/expected_switch/tests.rs|crates/api-db/src/ip_allocator.rs|crates/api-db/src/route_servers.rs|crates/api-db/src/test_support/expected_host.rs|crates/api-db/src/test_support/mod.rs,3,maybe,low,strong-keywords:2|weak-keywords:2|negative-keywords:1
2717,https://github.com/NVIDIA/infra-controller/pull/2717,test(api-core): parameterize cross-entity test duplication,closed,True,chet,2026-06-20T17:04:10Z,2026-06-21T16:38:19Z,,18,1224,1544,crates/api-core/src/handlers/component_manager.rs|crates/api-core/src/tests/common/health_crud.rs|crates/api-core/src/tests/common/mod.rs|crates/api-core/src/tests/explored_endpoint_find.rs|crates/api-core/src/tests/explored_managed_host_find.rs|crates/api-core/src/tests/find_by_ids_guards.rs|crates/api-core/src/tests/ib_partition_find.rs|crates/api-core/src/tests/instance_find.rs,3,maybe,low,strong-keywords:3|weak-keywords:1|negative-keywords:1
2749,https://github.com/NVIDIA/infra-controller/pull/2749,refactor(dns): remove the unused instance-DNS view and its SQL hostname function,closed,True,chet,2026-06-22T07:28:12Z,2026-06-22T17:03:36Z,,2,11,160,crates/api-db/migrations/20260622072105_remove_unused_instance_dns_view.sql|crates/api-db/src/dns/mod.rs,3,maybe,low,config-or-schema-file|strong-keywords:4|negative-keywords:2
2763,https://github.com/NVIDIA/infra-controller/pull/2763,chore(site-explorer): switch to nv-redfish exploration by default,closed,True,poroh,2026-06-22T19:28:46Z,2026-06-22T23:54:01Z,,1,1,1,crates/site-explorer/src/config.rs,3,maybe,low,strong-keywords:6|weak-keywords:1|negative-keywords:2
2783,https://github.com/NVIDIA/infra-controller/pull/2783,feat(dns): remove a reverse-DNS zone with its network segment,closed,True,chet,2026-06-23T05:30:54Z,2026-06-23T16:33:46Z,,2,77,5,crates/api-core/src/handlers/network_segment.rs|crates/api-db/src/dns/mod.rs,3,maybe,low,strong-keywords:3
2837,https://github.com/NVIDIA/infra-controller/pull/2837,"ci: build arm64 multi-arch images (nvmetal-carbide, boot-artifacts, machine_validation)",closed,True,lachen-nv,2026-06-24T08:00:39Z,2026-06-24T09:49:42Z,,2,134,2,.github/workflows/ci.yaml|dev/docker/Dockerfile.machine-validation-config-aarch64,3,maybe,low,ops/config-path|config-or-schema-file|strong-keywords:3|negative-keywords:1|mostly-ci-test-noise
2891,https://github.com/NVIDIA/infra-controller/pull/2891,metrics(site-explorer): instrument endpoint update path,closed,True,williampnvidia,2026-06-25T17:49:35Z,2026-06-26T14:43:23Z,,2,218,7,crates/site-explorer/src/lib.rs|crates/site-explorer/src/metrics.rs,3,maybe,low,strong-keywords:2|weak-keywords:1
2911,https://github.com/NVIDIA/infra-controller/pull/2911,fix(machine-validation): address machine validation stale review feedback,closed,True,sunilkumar-nvidia,2026-06-26T10:20:12Z,2026-06-26T16:48:35Z,,4,309,45,crates/api-core/src/machine_validation/mod.rs|crates/api-db/src/machine_validation.rs|crates/api-db/src/machine_validation_execution.rs|crates/machine-controller/src/config/machine_validation.rs,3,maybe,low,strong-keywords:7|weak-keywords:1|negative-keywords:2
2975,https://github.com/NVIDIA/infra-controller/pull/2975,fix: skip zero size block devices when scrabbing,closed,True,krish-nvidia,2026-06-29T16:40:54Z,2026-06-29T18:21:01Z,,1,93,5,crates/scout/src/deprovision/scrabbing.rs,3,maybe,low,strong-keywords:6|weak-keywords:1|negative-keywords:2
2990,https://github.com/NVIDIA/infra-controller/pull/2990,feat: scalable adhoc endpoint exploration,closed,True,krish-nvidia,2026-06-29T20:39:16Z,2026-06-30T19:13:47Z,,15,512,59,crates/api-core/src/api.rs|crates/api-core/src/handlers/site_explorer.rs|crates/api-core/src/setup.rs|crates/api-core/src/test_support/builder.rs|crates/api-core/src/tests/common/api_fixtures/mod.rs|crates/api-core/src/tests/site_explorer.rs|crates/api-web/templates/explored_endpoint_detail.html|crates/api-web/templates/static/carbide.css,3,maybe,low,strong-keywords:9|weak-keywords:1|negative-keywords:2
2995,https://github.com/NVIDIA/infra-controller/pull/2995,fix(setup): increase nico-core helm install timeout to 600s,closed,True,shayan1995,2026-06-29T22:18:06Z,2026-06-29T23:02:57Z,,1,1,1,helm-prereqs/setup.sh,3,maybe,low,ops/config-path|weak-keywords:1
3009,https://github.com/NVIDIA/infra-controller/pull/3009,fix(ssh-console): avoid exposing ipmitool passwords,closed,True,osu,2026-06-30T04:04:00Z,2026-06-30T17:39:09Z,,1,73,20,crates/ssh-console/src/bmc/connection_impl/ipmi.rs,3,maybe,low,strong-keywords:8|weak-keywords:2|negative-keywords:3
3023,https://github.com/NVIDIA/infra-controller/pull/3023,chore: Clean up stale naming in machine test,closed,True,kfelternv,2026-06-30T16:07:18Z,2026-06-30T17:21:53Z,,1,1,1,rest-api/workflow/pkg/activity/machine/machine_test.go,3,maybe,low,high-signal-path|ops/config-path|strong-keywords:1|negative-keywords:3
3037,https://github.com/NVIDIA/infra-controller/pull/3037,ci: temporarily remove linked issue completion workflow,closed,True,osu,2026-06-30T18:16:12Z,2026-06-30T18:52:18Z,,1,0,238,.github/workflows/complete-linked-issues.yml,3,maybe,low,config-or-schema-file|strong-keywords:9|weak-keywords:2|negative-keywords:2|mostly-ci-test-noise
2211,https://github.com/NVIDIA/infra-controller/pull/2211,test: replace expected machine SQL fixtures with inline setup,closed,True,poroh,2026-06-04T19:39:23Z,2026-06-04T22:57:20Z,,5,127,25,crates/api-core/src/tests/common/sqlx_fixtures.rs|crates/api-core/src/tests/expected_machine.rs|crates/api-core/src/tests/fixtures/create_expected_machine.sql|crates/api-core/src/tests/fixtures/create_expected_machine_no_default_poweron.sql|crates/api-core/src/tests/site_explorer.rs,2,no,low,config-or-schema-file|strong-keywords:5|weak-keywords:1|negative-keywords:2|mostly-ci-test-noise
2213,https://github.com/NVIDIA/infra-controller/pull/2213,"bmc-explorer: decouple GB300 detection from host ODM (+ DGX/SMC arms, mocks)",closed,True,martinraumann,2026-06-04T20:51:38Z,2026-06-10T01:14:59Z,,16,1213,22,Cargo.lock|crates/bmc-explorer/Cargo.toml|crates/bmc-explorer/src/hw/mod.rs|crates/bmc-explorer/src/lib.rs|crates/bmc-explorer/src/test_support.rs|crates/bmc-explorer/tests/dgx_gb300_explore.rs|crates/bmc-explorer/tests/generic_supermicro_explore.rs|crates/bmc-explorer/tests/lenovo_gb300_explore.rs,2,no,low,config-or-schema-file|strong-keywords:1|weak-keywords:1|negative-keywords:1
2292,https://github.com/NVIDIA/infra-controller/pull/2292,feat(api-web): surface unset default credentials in admin UI,closed,True,osu,2026-06-08T11:03:00Z,2026-06-12T04:48:18Z,,14,399,45,crates/api-core/src/api.rs|crates/api-core/src/lib.rs|crates/api-core/src/tests/credential.rs|crates/api-web/src/explored_endpoint.rs|crates/api-web/src/lib.rs|crates/api-web/src/tests/explored_endpoint.rs|crates/api-web/src/tests/mod.rs|crates/api-web/templates/explored_endpoints_show.html,2,no,low,strong-keywords:11|weak-keywords:1|negative-keywords:3
2376,https://github.com/NVIDIA/infra-controller/pull/2376,ci(rest-api): Fix oasdiff base/revision direction for OpenAPI change detection,closed,True,kunzhao-nv,2026-06-10T18:52:06Z,2026-06-10T19:20:10Z,,1,2,3,.github/workflows/rest-lint-and-test.yml,2,no,low,config-or-schema-file|strong-keywords:7|weak-keywords:1|negative-keywords:2|mostly-ci-test-noise
2429,https://github.com/NVIDIA/infra-controller/pull/2429,chore: some tweaks to the HostNamingStrategy workflow,closed,True,chet,2026-06-10T20:51:55Z,2026-06-10T21:55:49Z,,3,18,5,crates/api-core/src/cfg/README.md|crates/api-db/src/host_naming/mod.rs|crates/api-db/src/machine_interface.rs,2,no,low,non-doc-markdown-only-hint|strong-keywords:6|weak-keywords:1|negative-keywords:2
2456,https://github.com/NVIDIA/infra-controller/pull/2456,chore: type the api-side DHCP server list as Ipv4Addr,closed,True,chet,2026-06-11T06:18:40Z,2026-06-11T18:15:38Z,,7,15,14,crates/api-core/src/cfg/README.md|crates/api-core/src/ethernet_virtualization.rs|crates/api-core/src/handlers/dpu.rs|crates/api-core/src/handlers/finder.rs|crates/api-core/src/setup.rs|crates/api-core/src/test_support/network.rs|crates/api-core/src/tests/common/api_fixtures/mod.rs,2,no,low,non-doc-markdown-only-hint|strong-keywords:7|weak-keywords:1|negative-keywords:2
